date,shop_id,item_id,item_price,item_cnt_day
"2015-01-04 00:00:00",29,1469,1199,1
"2015-01-04 00:00:00",28,21364,479,1
"2015-01-04 00:00:00",28,21365,999,2
"2015-01-04 00:00:00",28,22104,249,2
"2015-01-04 00:00:00",28,22091,179,1
"2015-01-04 00:00:00",28,21842,149,1
"2015-01-04 00:00:00",28,21881,299,1
"2015-01-04 00:00:00",29,6930,2199,1
"2015-01-04 00:00:00",29,10515,169,1
"2015-01-04 00:00:00",29,8624,149,1
"2015-01-04 00:00:00",29,4178,1590,1
"2015-01-04 00:00:00",29,5643,2990,1
"2015-01-04 00:00:00",29,5823,2799,1
"2015-01-04 00:00:00",29,5037,2599,1
"2015-01-04 00:00:00",29,5013,698,1
"2015-01-04 00:00:00",29,5822,1149,1
"2015-01-04 00:00:00",28,16487,399,1
"2015-01-04 00:00:00",28,16360,799,1
"2015-01-04 00:00:00",28,15698,99,1
"2015-01-04 00:00:00",28,15812,999,1
"2015-01-04 00:00:00",28,15818,699,1
"2015-01-04 00:00:00",28,17748,349,1
"2015-01-04 00:00:00",28,16923,599,2
"2015-01-04 00:00:00",28,16889,99,1
"2015-01-04 00:00:00",28,16880,199,1
"2015-01-04 00:00:00",28,17027,399,1
"2015-01-04 00:00:00",28,15922,2149,1
"2015-01-04 00:00:00",28,15645,399,1
"2015-01-04 00:00:00",28,20225,479,2
"2015-01-04 00:00:00",28,20434,1899,1
"2015-01-04 00:00:00",28,20069,98,1
"2015-01-04 00:00:00",28,19816,799,1
"2015-01-04 00:00:00",28,20949,5,6
"2015-01-04 00:00:00",28,20916,1719,1
"2015-01-04 00:00:00",28,18407,199,1
"2015-01-04 00:00:00",28,18148,449,1
"2015-01-04 00:00:00",28,18048,299,1
"2015-01-04 00:00:00",28,18439,199,1
"2015-01-04 00:00:00",28,19116,399,1
"2015-01-04 00:00:00",28,18477,249,1
"2015-01-04 00:00:00",31,2868,999,1
"2015-01-04 00:00:00",31,2853,666,3
"2015-01-04 00:00:00",31,2852,666,3
"2015-01-04 00:00:00",31,2817,3799,1
"2015-01-04 00:00:00",31,3141,1180,1
"2015-01-04 00:00:00",31,3084,299,1
"2015-01-04 00:00:00",31,2047,198,2
"2015-01-04 00:00:00",31,2286,2999,1
"2015-01-04 00:00:00",31,1969,3999,1
"2015-01-04 00:00:00",31,1744,299,1
"2015-01-04 00:00:00",31,2445,599,2
"2015-01-04 00:00:00",31,4102,349,1
"2015-01-04 00:00:00",31,4334,799,1
"2015-01-04 00:00:00",31,4554,299,2
"2015-01-04 00:00:00",31,3553,2799,1
"2015-01-04 00:00:00",31,3734,3399,1
"2015-01-04 00:00:00",29,17717,1000,1
"2015-01-04 00:00:00",29,16205,359,1
"2015-01-04 00:00:00",29,16174,799,1
"2015-01-04 00:00:00",29,16788,2099,1
"2015-01-04 00:00:00",29,15818,699,1
"2015-01-04 00:00:00",29,18147,99,1
"2015-01-04 00:00:00",29,12362,399,1
"2015-01-04 00:00:00",29,13517,2390,1
"2015-01-04 00:00:00",29,13511,1499,1
"2015-01-04 00:00:00",29,11927,599,1
"2015-01-04 00:00:00",29,20610,1099,1
"2015-01-04 00:00:00",31,1364,399,1
"2015-01-04 00:00:00",31,1858,1199,1
"2015-01-04 00:00:00",31,1563,1799,1
"2015-01-04 00:00:00",31,1570,2999,1
"2015-01-04 00:00:00",31,1568,1999,1
"2015-01-04 00:00:00",29,21362,1099,1
"2015-01-04 00:00:00",29,20259,149,1
"2015-01-04 00:00:00",29,21367,749,1
"2015-01-04 00:00:00",31,32,149,1
"2015-01-04 00:00:00",31,486,300,1
"2015-01-04 00:00:00",28,1563,1799,1
"2015-01-04 00:00:00",28,1971,4499,1
"2015-01-04 00:00:00",28,1878,2599,1
"2015-01-04 00:00:00",27,21364,479,1
"2015-01-04 00:00:00",27,21365,999,1
"2015-01-04 00:00:00",28,30,169,1
"2015-01-04 00:00:00",27,21605,99,1
"2015-01-04 00:00:00",28,3342,2999,1
"2015-01-04 00:00:00",28,3340,1799,1
"2015-01-04 00:00:00",28,3071,799,1
"2015-01-04 00:00:00",28,3934,3499,1
"2015-01-04 00:00:00",28,3777,349,1
"2015-01-04 00:00:00",28,2293,999,2
"2015-01-04 00:00:00",28,2284,2999,1
"2015-01-04 00:00:00",28,2578,349,1
"2015-01-04 00:00:00",28,2799,499,1
"2015-01-04 00:00:00",27,15817,399,1
"2015-01-04 00:00:00",27,16441,99,1
"2015-01-04 00:00:00",27,15739,499,1
"2015-01-04 00:00:00",27,17322,149,1
"2015-01-04 00:00:00",27,14822,1259,2
"2015-01-04 00:00:00",27,15257,1199,1
"2015-01-04 00:00:00",27,16113,1599,1
"2015-01-04 00:00:00",27,16136,1199,1
"2015-01-04 00:00:00",27,16116,659,1
"2015-01-04 00:00:00",27,15856,899,1
"2015-01-04 00:00:00",27,15989,499,1
"2015-01-04 00:00:00",27,15857,1499,1
"2015-01-04 00:00:00",27,20608,1999,1
"2015-01-04 00:00:00",27,20544,1999,1
"2015-01-04 00:00:00",27,20521,1999,1
"2015-01-04 00:00:00",27,20225,479,1
"2015-01-04 00:00:00",27,18042,299,2
"2015-01-04 00:00:00",27,18030,299,1
"2015-01-04 00:00:00",27,18026,299,2
"2015-01-04 00:00:00",27,18050,299,1
"2015-01-04 00:00:00",27,18048,299,1
"2015-01-04 00:00:00",27,18046,299,1
"2015-01-04 00:00:00",27,18049,299,1
"2015-01-04 00:00:00",28,11927,599,1
"2015-01-04 00:00:00",28,11431,79,1
"2015-01-04 00:00:00",28,8079,399,1
"2015-01-04 00:00:00",28,11899,99,1
"2015-01-04 00:00:00",28,10476,479,2
"2015-01-04 00:00:00",28,10164,199,1
"2015-01-04 00:00:00",28,14308,169,1
"2015-01-04 00:00:00",28,13803,799,2
"2015-01-04 00:00:00",28,14597,199,1
"2015-01-04 00:00:00",28,12091,499,1
"2015-01-04 00:00:00",28,13591,1799,1
"2015-01-04 00:00:00",28,12839,99,1
"2015-01-04 00:00:00",28,5459,349,1
"2015-01-04 00:00:00",28,5823,2799,1
"2015-01-04 00:00:00",28,4393,1198,1
"2015-01-04 00:00:00",28,4003,449,1
"2015-01-04 00:00:00",28,4102,349,2
"2015-01-04 00:00:00",28,4872,1199,1
"2015-01-04 00:00:00",28,7308,349,1
"2015-01-04 00:00:00",28,7894,2290,2
"2015-01-04 00:00:00",28,6129,1999,1
"2015-01-04 00:00:00",28,6027,299,1
"2015-01-04 00:00:00",28,6713,1699,2
"2015-01-04 00:00:00",28,6351,449,1
"2015-01-04 00:00:00",31,18677,199,1
"2015-01-04 00:00:00",31,19116,399,1
"2015-01-04 00:00:00",31,20613,1099,2
"2015-01-04 00:00:00",31,21365,999,1
"2015-01-04 00:00:00",31,21367,749,1
"2015-01-04 00:00:00",31,21377,135.2,1
"2015-01-04 00:00:00",31,21364,479,1
"2015-01-04 00:00:00",31,19817,499,1
"2015-01-04 00:00:00",31,19894,499,1
"2015-01-04 00:00:00",31,19692,169,1
"2015-01-04 00:00:00",31,19752,63.2,1
"2015-01-04 00:00:00",31,20465,1399,1
"2015-01-04 00:00:00",31,20055,399,1
