CustomerID,amount_spent,quantile,Status
12346,77183.6,99,VIP
12347,4309.999999999997,92,Preferred
12348,1797.24,76,Preferred
12349,1757.55,76,Preferred
12350,334.40000000000003,28,Regular
12352,2506.040000000001,83,Preferred
12353,89.0,2,Regular
12354,1079.3999999999999,64,Regular
12355,459.4,38,Regular
12356,2811.4300000000007,86,Preferred
12357,6207.669999999996,95,Preferred
12358,1168.06,66,Regular
12359,6372.580000000005,95,Preferred
12360,2662.0600000000004,85,Preferred
12361,189.9,13,Regular
12362,5226.230000000003,94,Preferred
12363,552.0,43,Regular
12364,1313.1000000000001,69,Regular
12365,641.3799999999999,48,Regular
12367,168.9,11,Regular
12370,3545.689999999998,89,Preferred
12371,1887.9600000000003,78,Preferred
12372,1298.04,68,Regular
12373,364.6,31,Regular
12374,742.93,53,Regular
12375,457.50000000000006,38,Regular
12377,1628.12,74,Regular
12378,4008.6200000000013,91,Preferred
12379,852.2399999999997,57,Regular
12380,2724.81,85,Preferred
12381,1845.3100000000004,77,Preferred
12383,1850.5599999999997,77,Preferred
12384,585.27,44,Regular
12386,401.90000000000003,34,Regular
12388,2780.6600000000003,85,Preferred
12390,549.8399999999999,43,Regular
12391,460.88999999999993,38,Regular
12393,1582.6000000000004,73,Regular
12394,1272.48,68,Regular
12395,3018.6299999999987,87,Preferred
12397,2409.9000000000005,83,Preferred
12398,1635.6599999999999,74,Regular
12399,1108.65,64,Regular
12401,84.3,2,Regular
12402,225.6,17,Regular
12403,427.7,36,Regular
12405,1710.3900000000006,75,Preferred
12406,3415.300000000001,89,Preferred
12407,1708.1199999999997,75,Preferred
12408,2888.5500000000006,86,Preferred
12409,11072.670000000002,97,VIP
12410,693.3299999999999,51,Regular
12412,1226.8799999999999,67,Regular
12413,758.0999999999999,53,Regular
12414,562.41,43,Regular
12415,124914.52999999975,99,VIP
12417,3649.1,90,Preferred
12418,668.5799999999997,49,Regular
12420,600.3900000000001,45,Regular
12421,807.0400000000002,55,Regular
12422,803.5599999999998,55,Regular
12423,1859.3100000000002,77,Preferred
12424,1760.9599999999996,76,Preferred
12425,777.1999999999999,54,Regular
12426,582.7299999999999,44,Regular
12427,825.8000000000002,56,Regular
12428,7956.460000000004,96,VIP
12429,3750.400000000001,90,Preferred
12430,256.4,20,Regular
12431,6487.449999999999,95,Preferred
12432,5059.3200000000015,93,Preferred
12433,13375.869999999992,98,VIP
12434,806.1399999999999,55,Regular
12435,7829.889999999998,96,VIP
12436,509.00999999999993,41,Regular
12437,4951.409999999997,93,Preferred
12438,2906.8500000000004,86,Preferred
12441,173.55,12,Regular
12442,172.06,11,Regular
12444,5005.46,93,Preferred
12445,133.4,7,Regular
12446,1002.3099999999998,61,Regular
12447,476.49,39,Regular
12448,449.4500000000001,37,Regular
12449,4067.2900000000013,91,Preferred
12450,197.88,14,Regular
12451,9035.519999999999,97,VIP
12452,430.57000000000005,36,Regular
12453,707.0899999999999,51,Regular
12454,3528.34,89,Preferred
12455,2466.859999999997,83,Preferred
12456,3181.039999999998,88,Preferred
12457,2363.2299999999996,82,Preferred
12458,947.4000000000001,60,Regular
12461,826.8800000000001,56,Regular
12462,1189.5900000000001,66,Regular
12463,1344.7799999999997,69,Regular
12464,1212.05,66,Regular
12465,742.1900000000002,53,Regular
12468,729.54,52,Regular
12471,19824.049999999945,98,VIP
12472,6572.110000000003,95,Preferred
12473,3938.55,91,Preferred
12474,7375.789999999998,96,VIP
12475,723.38,52,Regular
12476,6816.420000000005,96,VIP
12477,13219.73999999999,98,VIP
12478,680.9900000000002,50,Regular
12479,527.2,42,Regular
12480,3281.630000000002,88,Preferred
12481,5596.320000000002,94,Preferred
12483,2484.980000000001,83,Preferred
12484,4541.720000000001,92,Preferred
12488,1298.6599999999999,68,Regular
12489,334.93,28,Regular
12490,5417.9299999999985,94,Preferred
12491,460.40000000000003,38,Regular
12492,263.21,21,Regular
12493,433.74,36,Regular
12494,1246.1000000000006,67,Regular
12497,1043.1,62,Regular
12498,403.69999999999993,34,Regular
12500,4257.820000000001,92,Preferred
12501,2169.3899999999994,81,Preferred
12502,3723.87,90,Preferred
12504,482.04999999999995,39,Regular
12506,73.50000000000003,1,Regular
12507,1304.81,68,Regular
12508,398.27000000000004,34,Regular
12509,176.5,12,Regular
12510,982.5700000000002,61,Regular
12512,138.03000000000006,7,Regular
12513,612.2900000000001,46,Regular
12514,1017.6800000000002,62,Regular
12515,383.7,32,Regular
12516,1312.06,69,Regular
12517,2502.8399999999983,83,Preferred
12518,2056.8899999999994,79,Preferred
12519,340.84,28,Regular
12520,2634.26,84,Preferred
12521,599.6800000000001,45,Regular
12522,192.72000000000003,14,Regular
12523,1789.7700000000007,76,Preferred
12524,4485.719999999999,92,Preferred
12526,1316.6600000000005,69,Regular
12527,348.71000000000004,29,Regular
12528,1933.4800000000007,78,Preferred
12530,1662.2799999999993,75,Preferred
12531,125.22000000000001,6,Regular
12532,349.83,29,Regular
12534,1089.18,64,Regular
12535,716.3500000000001,52,Regular
12536,12601.830000000005,98,VIP
12538,363.95,31,Regular
12539,5568.349999999995,94,Preferred
12540,13400.23999999999,98,VIP
12541,981.1800000000002,61,Regular
12544,372.7,31,Regular
12545,1000.3899999999999,61,Regular
12546,1161.5,66,Regular
12547,207.8,15,Regular
12548,95.19999999999999,3,Regular
12550,964.8299999999994,60,Regular
12551,168.0,11,Regular
12552,437.81999999999994,36,Regular
12553,3692.280000000001,90,Preferred
12556,603.7099999999997,46,Regular
12557,11990.96,98,VIP
12558,269.96000000000004,21,Regular
12559,561.7099999999999,43,Regular
12560,2134.01,80,Preferred
12561,238.85,18,Regular
12562,3781.7400000000025,90,Preferred
12564,456.90000000000003,38,Regular
12565,145.92,8,Regular
12566,351.65000000000003,29,Regular
12567,9401.279999999993,97,VIP
12569,4124.69,91,Preferred
12571,519.6099999999999,41,Regular
12572,1020.4200000000003,62,Regular
12573,160.54,10,Regular
12574,218.45,17,Regular
12576,1315.8299999999997,69,Regular
12577,657.8000000000003,49,Regular
12578,2794.5099999999993,85,Preferred
12579,440.41999999999996,37,Regular
12580,415.7,35,Regular
12581,197.70999999999998,14,Regular
12582,511.3599999999999,41,Regular
12583,7281.379999999993,96,VIP
12584,2338.1499999999996,82,Preferred
12585,2040.099999999999,79,Preferred
12586,196.94,14,Regular
12587,144.0,8,Regular
12588,214.9,16,Regular
12589,646.6800000000001,48,Regular
12590,9864.260000000004,97,VIP
12591,452.84999999999985,37,Regular
12592,437.59999999999997,36,Regular
12593,418.1,35,Regular
12594,3338.2199999999984,88,Preferred
12596,618.27,46,Regular
12597,3811.2200000000016,90,Preferred
12598,3023.079999999999,87,Preferred
12599,1032.5800000000006,62,Regular
12600,2599.0400000000004,84,Preferred
12601,577.0600000000001,44,Regular
12602,153.12000000000003,9,Regular
12603,739.2,53,Regular
12604,254.17999999999992,20,Regular
12607,1579.51,73,Regular
12609,1126.8500000000001,65,Regular
12610,2099.540000000001,80,Preferred
12611,1193.32,66,Regular
12612,704.04,51,Regular
12613,3344.3799999999983,88,Preferred
12614,315.59999999999997,26,Regular
12615,2291.1900000000005,82,Preferred
12616,713.3,52,Regular
12617,355.5300000000002,30,Regular
12618,177.31,12,Regular
12619,3641.2400000000002,89,Preferred
12620,1339.4099999999999,69,Regular
12621,13689.67,98,VIP
12622,180.1,12,Regular
12623,305.1,24,Regular
12624,641.1300000000001,48,Regular
12625,2683.8199999999997,85,Preferred
12626,6620.479999999998,95,Preferred
12627,4478.53,92,Preferred
12628,786.4599999999998,55,Regular
12630,1270.8799999999999,68,Regular
12631,640.5000000000002,48,Regular
12633,2163.9799999999996,81,Preferred
12635,1689.18,75,Preferred
12637,6021.900000000001,95,Preferred
12638,671.69,49,Regular
12639,486.1,39,Regular
12640,1174.58,66,Regular
12641,185.9,13,Regular
12642,1013.26,62,Regular
12643,3344.6400000000003,88,Preferred
12644,477.9100000000001,39,Regular
12645,1775.1800000000005,76,Preferred
12646,1346.9700000000003,69,Regular
12647,3722.820000000001,90,Preferred
12648,318.05,26,Regular
12649,623.5099999999999,47,Regular
12650,314.43999999999994,26,Regular
12651,114.0,5,Regular
12652,919.9799999999998,59,Regular
12653,2209.8500000000004,81,Preferred
12654,601.98,45,Regular
12656,4051.1700000000023,91,Preferred
12657,1643.18,74,Regular
12658,686.0500000000001,50,Regular
12659,91.67999999999999,2,Regular
12660,245.09999999999997,19,Regular
12662,3849.7799999999984,90,Preferred
12664,4881.879999999999,93,Preferred
12665,63.0,1,Regular
12667,620.1299999999999,47,Regular
12668,3807.150000000002,90,Preferred
12669,2744.0300000000007,85,Preferred
12670,2996.0500000000006,87,Preferred
12672,225.9,17,Regular
12673,610.52,46,Regular
12674,1970.6000000000006,78,Preferred
12676,1331.3900000000006,69,Regular
12678,17628.460000000003,98,VIP
12679,1113.02,64,Regular
12680,862.81,57,Regular
12681,13787.54,98,VIP
12682,12288.219999999998,98,VIP
12683,8476.569999999998,97,VIP
12684,2283.6299999999997,82,Preferred
12685,2863.0800000000004,86,Preferred
12686,89.14,2,Regular
12688,4873.810000000005,93,Preferred
12689,1247.61,67,Regular
12690,389.01,33,Regular
12691,1035.8,62,Regular
12693,855.9099999999999,57,Regular
12694,869.6699999999998,57,Regular
12695,582.1,44,Regular
12697,957.5899999999999,60,Regular
12700,4939.990000000006,93,Preferred
12701,797.7099999999999,55,Regular
12702,219.0,17,Regular
12703,283.54999999999995,22,Regular
12704,2340.84,82,Preferred
12705,6868.290000000003,96,VIP
12707,603.42,46,Regular
12708,2712.9100000000008,85,Preferred
12709,9736.519999999991,97,VIP
12710,1149.0200000000007,65,Regular
12712,4396.129999999999,92,Preferred
12713,848.5499999999998,57,Regular
12714,4708.859999999994,93,Preferred
12715,353.86,30,Regular
12716,1053.4899999999996,63,Regular
12717,1030.98,62,Regular
12718,238.25000000000003,18,Regular
12719,644.9499999999999,48,Regular
12720,5781.730000000001,94,Preferred
12721,2656.130000000001,85,Preferred
12722,997.6299999999999,61,Regular
12723,725.0699999999998,52,Regular
12724,1031.4099999999999,62,Regular
12725,427.79999999999995,36,Regular
12726,2609.1000000000004,84,Preferred
12727,3980.7000000000003,91,Preferred
12728,836.3299999999999,56,Regular
12729,453.01000000000005,37,Regular
12731,18895.910000000003,98,VIP
12732,236.26000000000008,18,Regular
12733,383.95,32,Regular
12734,110.39999999999999,4,Regular
12735,779.5699999999998,54,Regular
12736,234.00000000000003,18,Regular
12738,155.35,9,Regular
12739,1013.0400000000001,61,Regular
12740,427.59999999999997,36,Regular
12743,546.4299999999997,43,Regular
12744,21279.289999999994,99,VIP
12747,4196.010000000001,92,Preferred
12748,33719.730000000316,99,VIP
12749,4090.880000000001,91,Preferred
12750,275.88,21,Regular
12752,4366.779999999999,92,Preferred
12753,21429.39,99,VIP
12754,3010.7400000000007,87,Preferred
12755,3811.95,90,Preferred
12756,112.08000000000001,4,Regular
12757,7857.099999999999,96,VIP
12758,2791.590000000001,85,Preferred
12759,1531.4400000000007,72,Regular
12762,1898.5200000000004,78,Preferred
12763,494.08,40,Regular
12764,1693.8800000000003,75,Preferred
12766,6989.629999999999,96,VIP
12769,1143.6000000000001,65,Regular
12770,1351.45,69,Regular
12772,892.4700000000004,58,Regular
12775,1386.0400000000004,70,Regular
12778,822.2300000000001,56,Regular
12779,3981.360000000003,91,Preferred
12781,826.7400000000001,56,Regular
12782,2330.9200000000014,82,Preferred
12783,2225.91,81,Preferred
12784,574.42,44,Regular
12785,311.95,25,Regular
12787,463.65999999999997,38,Regular
12789,91.85000000000001,3,Regular
12790,324.9200000000001,27,Regular
12791,192.6,14,Regular
