,Date,Shop_Id,Item_ID,Item_Price,Item_count_Day
0,2015-01-04 00:00:00,29,1469,1199,1
1,2015-01-04 00:00:00,28,21364,479,1
2,2015-01-04 00:00:00,28,21365,999,2
3,2015-01-04 00:00:00,28,22104,249,2
4,2015-01-04 00:00:00,28,22091,179,1
5,2015-01-04 00:00:00,28,21842,149,1
6,2015-01-04 00:00:00,28,21881,299,1
7,2015-01-04 00:00:00,29,6930,2199,1
8,2015-01-04 00:00:00,29,10515,169,1
9,2015-01-04 00:00:00,29,8624,149,1
10,2015-01-04 00:00:00,29,4178,1590,1
11,2015-01-04 00:00:00,29,5643,2990,1
12,2015-01-04 00:00:00,29,5823,2799,1
13,2015-01-04 00:00:00,29,5037,2599,1
14,2015-01-04 00:00:00,29,5013,698,1
15,2015-01-04 00:00:00,29,5822,1149,1
16,2015-01-04 00:00:00,28,16487,399,1
17,2015-01-04 00:00:00,28,16360,799,1
18,2015-01-04 00:00:00,28,15698,99,1
19,2015-01-04 00:00:00,28,15812,999,1
20,2015-01-04 00:00:00,28,15818,699,1
21,2015-01-04 00:00:00,28,17748,349,1
22,2015-01-04 00:00:00,28,16923,599,2
23,2015-01-04 00:00:00,28,16889,99,1
24,2015-01-04 00:00:00,28,16880,199,1
25,2015-01-04 00:00:00,28,17027,399,1
26,2015-01-04 00:00:00,28,15922,2149,1
27,2015-01-04 00:00:00,28,15645,399,1
28,2015-01-04 00:00:00,28,20225,479,2
29,2015-01-04 00:00:00,28,20434,1899,1
30,2015-01-04 00:00:00,28,20069,98,1
31,2015-01-04 00:00:00,28,19816,799,1
32,2015-01-04 00:00:00,28,20949,5,6
33,2015-01-04 00:00:00,28,20916,1719,1
34,2015-01-04 00:00:00,28,18407,199,1
35,2015-01-04 00:00:00,28,18148,449,1
36,2015-01-04 00:00:00,28,18048,299,1
37,2015-01-04 00:00:00,28,18439,199,1
38,2015-01-04 00:00:00,28,19116,399,1
39,2015-01-04 00:00:00,28,18477,249,1
40,2015-01-04 00:00:00,31,2868,999,1
41,2015-01-04 00:00:00,31,2853,666,3
42,2015-01-04 00:00:00,31,2852,666,3
43,2015-01-04 00:00:00,31,2817,3799,1
44,2015-01-04 00:00:00,31,3141,1180,1
45,2015-01-04 00:00:00,31,3084,299,1
46,2015-01-04 00:00:00,31,2047,198,2
47,2015-01-04 00:00:00,31,2286,2999,1
48,2015-01-04 00:00:00,31,1969,3999,1
49,2015-01-04 00:00:00,31,1744,299,1
50,2015-01-04 00:00:00,31,2445,599,2
51,2015-01-04 00:00:00,31,4102,349,1
52,2015-01-04 00:00:00,31,4334,799,1
53,2015-01-04 00:00:00,31,4554,299,2
54,2015-01-04 00:00:00,31,3553,2799,1
55,2015-01-04 00:00:00,31,3734,3399,1
56,2015-01-04 00:00:00,29,17717,1000,1
57,2015-01-04 00:00:00,29,16205,359,1
58,2015-01-04 00:00:00,29,16174,799,1
59,2015-01-04 00:00:00,29,16788,2099,1
60,2015-01-04 00:00:00,29,15818,699,1
61,2015-01-04 00:00:00,29,18147,99,1
62,2015-01-04 00:00:00,29,12362,399,1
63,2015-01-04 00:00:00,29,13517,2390,1
64,2015-01-04 00:00:00,29,13511,1499,1
65,2015-01-04 00:00:00,29,11927,599,1
66,2015-01-04 00:00:00,29,20610,1099,1
67,2015-01-04 00:00:00,31,1364,399,1
68,2015-01-04 00:00:00,31,1858,1199,1
69,2015-01-04 00:00:00,31,1563,1799,1
70,2015-01-04 00:00:00,31,1570,2999,1
71,2015-01-04 00:00:00,31,1568,1999,1
72,2015-01-04 00:00:00,29,21362,1099,1
73,2015-01-04 00:00:00,29,20259,149,1
